taxa	Length
s__Desulfovibrio sp002159665	2704250.0
g__Mailhella	2280219.4
s__Mailhella sp900553065	2226054.0
s__Mailhella sp900555975	2228813.0
s__Mailhella massiliensis	2167320.0
s__Mailhella sp003150275	3348621.0
s__Mailhella sp900541395	2752742.0
g__Bilophila	3530463.5
s__Bilophila wadsworthia	4391194.0
s__Bilophila sp900553145	3785752.0
s__Bilophila sp900550745	4080741.0
p__Bacteroidota	3210925.7468513856
c__Bacteroidia	3210925.7468513856
o__Bacteroidales	3218937.8244274813
f__Bacteroidaceae	3595621.204878049
g__Prevotella	2952875.4720496894
s__Prevotella sp900544825	3221264.0
s__Prevotella sp900551985	3427886.0
s__Prevotella copri_A	3445491.166666666
t__HRGM_Genome_2543	3532769.0
t__HRGM_Genome_2581	2950069.0
t__HRGM_Genome_2583	3513616.0
t__HRGM_Genome_2571	3310971.0
t__HRGM_Genome_2539	3464820.0
t__HRGM_Genome_2573	3900702.0
s__Prevotella sp900555035	3004760.0
s__Prevotella sp900546535	3441363.75
t__HRGM_Genome_2586	3566136.0
t__HRGM_Genome_2590	3556677.0
t__HRGM_Genome_2552	3083415.0
t__HRGM_Genome_2568	3559227.0
s__Prevotella sp900556795	3541309.0
s__Prevotella copri	3216126.333333333
t__HRGM_Genome_2556	3224559.0
t__HRGM_Genome_2569	3372520.0
t__HRGM_Genome_2554	3062359.0
t__HRGM_Genome_2553	2906222.0
t__HRGM_Genome_2566	3062714.0
t__HRGM_Genome_2548	3091679.0
t__HRGM_Genome_2577	3437311.0
t__HRGM_Genome_2545	3277845.0
t__HRGM_Genome_2541	2988511.0
t__HRGM_Genome_2542	3581597.0
t__HRGM_Genome_2559	3005637.0
t__HRGM_Genome_2563	3242522.0
t__HRGM_Genome_2580	3203938.0
t__HRGM_Genome_2549	3349769.0
t__HRGM_Genome_2567	3251694.0
t__HRGM_Genome_2558	3184883.0
t__HRGM_Genome_2564	3260929.0
t__HRGM_Genome_2565	3431598.0
t__HRGM_Genome_2576	3356775.0
t__HRGM_Genome_2582	3220164.0
t__HRGM_Genome_2550	3248462.0
t__HRGM_Genome_2575	3303685.0
t__HRGM_Genome_2587	3301551.0
t__HRGM_Genome_2544	2820108.0
s__Prevotella sp900551275	3752219.0
s__Prevotella sp900548535	3380960.0
s__Prevotella sp000434515	3620851.5
t__HRGM_Genome_2555	4174449.0
t__HRGM_Genome_2588	3992130.0
t__HRGM_Genome_2540	3158106.0
t__HRGM_Genome_2585	3693857.0
t__HRGM_Genome_2570	3387978.0
t__HRGM_Genome_2538	3318589.0
s__Prevotella sp000436035	3248627.5
t__HRGM_Genome_2572	3012412.0
t__HRGM_Genome_2574	3484843.0
s__Prevotella sp900313215	3152607.7142857136
t__HRGM_Genome_2546	3243677.0
t__HRGM_Genome_2557	3273159.0
t__HRGM_Genome_2561	2995713.0
t__HRGM_Genome_2562	3217389.0
t__HRGM_Genome_2579	3519110.0
t__HRGM_Genome_2591	3003526.0
t__HRGM_Genome_2551	2815680.0
s__Prevotella sp900556395	3020119.0
s__Prevotella buccae	3087559.0
s__Prevotella sp000435635	2374877.0
s__Prevotella salivae	3274581.0
s__Prevotella oris	2623739.0
s__Prevotella melaninogenica	3259243.0
s__Prevotella jejuni	2560086.0
s__Prevotella denticola	2774939.0
s__Prevotella veroralis	2075441.0
s__Prevotella bivia	2286602.0
s__Prevotella amnii	1790835.0
s__Prevotella intermedia	2757599.0
s__Prevotella nigrescens	2663266.0
s__Prevotella disiens	2285964.0
s__Prevotella corporis	2741974.0
s__Prevotella sp900607215	2033596.0
s__Prevotella sp003447235	2712639.0
s__Prevotella sp900316565	2480300.0
s__Prevotella sp002480935	3001921.0
s__Prevotella sp002299635	2636006.0
s__Prevotella multisaccharivorax	2702422.0
s__Prevotella sp900315955	3441323.0
s__Prevotella sp900543585	3153631.0
s__Prevotella sp002300055	2955086.0
s__Prevotella sp002350355	3435079.0
s__Prevotella sp002481295	3248629.0
s__Prevotella sp900540375	3195691.0
s__Prevotella sp900317685	3452051.0
s__Prevotella sp900546345	3337057.0
s__Prevotella bergensis	2329044.0
s__Prevotella colorans	2316911.0
s__Prevotella sp000431975	2667664.0
s__Prevotella sp000436915	2837578.0
s__Prevotella sp002251365	2078798.0
s__Prevotella sp002251385	2835391.0
t__HRGM_Genome_3650	2805337.0
t__HRGM_Genome_3651	2865445.0
s__Prevotella sp900316015	3375780.0
s__Prevotella sp900556825	3553249.0
s__Prevotella oralis	2857367.0
s__Prevotella buccalis	2540681.0
s__Prevotella timonensis	2673310.0
s__Prevotella sp900544495	2843413.0
s__Prevotella sp900546575	3151200.0
s__Prevotella sp900550035	2583592.0
s__Prevotella sp900552515	3120653.0
s__Prevotella sp900290275	3069868.0
s__Prevotella sp900553155	2827670.0
s__Prevotella stercorea	2795769.0
s__Prevotella sp000434975	3145733.666666666
t__HRGM_Genome_2396	2929436.0
t__HRGM_Genome_2400	3162899.0
t__HRGM_Genome_2397	3344866.0
s__Prevotella sp002265625	3397223.0
t__HRGM_Genome_2404	3473375.0
t__HRGM_Genome_2401	3321071.0
s__Prevotella sp900553595	2310521.0
s__Prevotella sp900543975	3116045.0
s__Prevotella sp900552675	2901778.0
s__Prevotella lascolaii	3190565.0
s__Prevotella sp900553465	2585582.0
s__Prevotella sp900554695	3233469.0
s__Prevotella sp900556275	1549804.0
s__Prevotella sp002251295	3045320.0
s__Prevotella sp900549175	3157276.0
s__Prevotella sp900553965	3097082.0
s__Prevotella sp900540415	3674882.0
s__Prevotella sp900551055	2596429.0
s__Prevotella sp900554545	3265104.0
s__Prevotella sp900554045	3137028.0
s__Prevotella sp000436595	3438278.0
s__Prevotella sp900550365	2502849.0
s__Prevotella sp000433175	3011108.0
s__Prevotella sp000436695	3091319.0
s__Prevotella sp001275135	3436343.0
s__Prevotella sp900557405	2482500.0
s__Prevotella sp900548745	2726266.0
s__Prevotella sp000834015	3029368.0
s__Prevotella sp900545525	2918004.0
s__Prevotella sp900548585	1857523.0
s__Prevotella sp002299275	3028354.0
s__Prevotella sp900547005	2803818.0
s__Prevotella sp900548195	2701309.0
s__Prevotella sp900552965	2820424.0
s__Prevotella sp004556065	2652504.0
g__Prevotellamassilia	2471427.625
s__Prevotellamassilia sp900540885	2944377.0
s__Prevotellamassilia sp900546605	2601566.0
s__Prevotellamassilia timonensis	3475353.0
s__Prevotellamassilia sp900542795	2808328.0
s__Prevotellamassilia sp900543155	2730358.0
s__Prevotellamassilia sp900541575	2523391.0
s__Prevotellamassilia sp000437675	2475975.0
s__Prevotellamassilia sp900541335	2416856.0
s__Prevotellamassilia sp004552865	1915631.0
s__Prevotellamassilia sp004557035	2109164.0
s__Prevotellamassilia sp900539625	2571737.0
s__Prevotellamassilia sp900556465	1503128.0
g__CAG-617	1857615.5
s__CAG-617 sp000431275	2121938.0
s__CAG-617 sp900553285	1599597.0
s__CAG-617 sp000438115	1494481.0
g__Alloprevotella	1823678.0
s__Alloprevotella tannerae	1823678.0
g__F0040	2293012.333333333
s__F0040 sp000318095	2434281.0
s__F0040 sp900095835	2771606.0
g__UBA6382	2289596.0
s__UBA6382 sp900557555	2289596.0
g__UBA6398	2338227.333333333
s__UBA6398 sp003150315	2302618.0
s__UBA6398 sp900550635	2671584.0
s__UBA6398 sp900555645	2040480.0
g__UBA4372	2345502.2
s__UBA4372 sp900543815	2879130.0
g__Paraprevotella	3326420.1428571427
s__Paraprevotella xylaniphila	3632800.0
s__Paraprevotella clara	3660768.0
s__Paraprevotella sp900548345	2733305.0
s__Paraprevotella sp900546665	3371833.0
s__Paraprevotella sp003477995	3751971.0
g__43-108	3355495.0
s__43-108 sp001915545	3355495.0
g__Bacteroides	5027330.615384615
s__Bacteroides uniformis	4403014.166666667
t__HRGM_Genome_1425	4409322.0
t__HRGM_Genome_1431	4670081.0
t__HRGM_Genome_1427	4546194.0
t__HRGM_Genome_1430	4615611.0
t__HRGM_Genome_1428	4419507.0
t__HRGM_Genome_1429	3757370.0
s__Bacteroides sp002491635	4372611.0
s__Bacteroides sp900555635	4137871.0
s__Bacteroides fluxus	4330716.0
s__Bacteroides eggerthii	3986848.4
t__HRGM_Genome_1201	4197635.0
t__HRGM_Genome_1205	3465458.0
t__HRGM_Genome_1207	4389779.0
t__HRGM_Genome_1212	3955649.0
t__HRGM_Genome_1210	3925721.0
s__Bacteroides gallinarum	3951783.0
s__Bacteroides sp003545565	3747128.0
s__Bacteroides clarus	3966587.0
s__Bacteroides stercoris	3541280.1428571427
t__HRGM_Genome_1206	3915561.0
t__HRGM_Genome_1209	3802681.0
t__HRGM_Genome_1213	3833821.0
t__HRGM_Genome_1202	3530969.0
t__HRGM_Genome_1204	3596097.0
t__HRGM_Genome_1208	3602849.0
t__HRGM_Genome_1203	2506983.0
s__Bacteroides cutis	3871466.0
t__HRGM_Genome_3057	3864163.0
t__HRGM_Genome_3058	3878769.0
s__Bacteroides ndongoniae	3849862.0
t__HRGM_Genome_2744	4066468.0
t__HRGM_Genome_2745	3633256.0
s__Bacteroides sp900553815	3289740.0
s__Bacteroides massiliensis	3250001.0
s__Bacteroides togonis	3410500.0
s__Bacteroides intestinalis	5774847.0
s__Bacteroides intestinalis_A	6675589.0
s__Bacteroides sp900556215	6486514.0
s__Bacteroides cellulosilyticus	6602549.25
t__HRGM_Genome_0239	6069254.0
t__HRGM_Genome_0240	6300986.0
t__HRGM_Genome_0237	7064623.0
t__HRGM_Genome_0235	6975334.0
s__Bacteroides sp900552405	7721186.0
s__Bacteroides oleiciplenus	7087734.0
s__Bacteroides stercorirosoris	6092914.0
s__Bacteroides xylanisolvens	5839467.307692307
t__HRGM_Genome_1415	5916738.0
t__HRGM_Genome_1406	6040986.0
t__HRGM_Genome_1417	6139836.0
t__HRGM_Genome_1389	6284851.0
t__HRGM_Genome_1386	6003748.0
t__HRGM_Genome_1418	6339856.0
t__HRGM_Genome_1398	5980042.0
t__HRGM_Genome_1404	5996831.0
t__HRGM_Genome_1411	5547767.0
t__HRGM_Genome_1392	6217824.0
t__HRGM_Genome_1402	5644025.0
t__HRGM_Genome_1394	4411442.0
t__HRGM_Genome_1413	5389129.0
s__Bacteroides ovatus	6496057.8
t__HRGM_Genome_1387	6549476.0
s__Bacteroides sp003463205	6043522.0
t__HRGM_Genome_1414	6214340.0
t__HRGM_Genome_1396	6471860.0
t__HRGM_Genome_1393	6769283.0
t__HRGM_Genome_1416	6475330.0
s__Bacteroides acidifaciens	5218912.0
s__Bacteroides congonensis	5782172.0
s__Bacteroides finegoldii	4323615.333333333
t__HRGM_Genome_1420	4418465.0
t__HRGM_Genome_1390	4186091.0
t__HRGM_Genome_1410	4366290.0
s__Bacteroides sp900066265	4723723.0
s__Bacteroides caccae	5062294.0
t__HRGM_Genome_1388	5479119.0
t__HRGM_Genome_1400	4645469.0
s__Bacteroides sp900547205	4657579.0
s__Bacteroides thetaiotaomicron	6175637.25
t__HRGM_Genome_1407	6397762.0
t__HRGM_Genome_1401	5593132.0
t__HRGM_Genome_1408	5998772.0
t__HRGM_Genome_1397	6712883.0
s__Bacteroides faecis	6146539.0
s__Bacteroides sp003865075	4871520.0
s__Bacteroides bouchesdurhonensis	4868482.0
s__Bacteroides pyogenes	2895183.0
s__Bacteroides salyersiae	5315450.0
s__Bacteroides nordii	5489753.0
s__Bacteroides fragilis	5116282.0
s__Bacteroides fragilis_A	5355248.0
s__Bacteroides neonati	5025334.0
s__Bacteroides graminisolvens	3410784.0
g__OM05-12	3398498.75
s__OM05-12 sp003438995	4475735.0
g__Phocaeicola	3733921.7441860475
s__Phocaeicola mediterraneensis	3712458.0
s__Phocaeicola sp900551445	3344512.0
s__Phocaeicola sp900551065	3080501.0
s__Phocaeicola sp900552075	2359165.0
s__Phocaeicola sp900066455	4186633.0
s__Phocaeicola plebeius	3761790.333333334
t__HRGM_Genome_1476	3715181.0
t__HRGM_Genome_1455	3762623.0
t__HRGM_Genome_1474	3807567.0
s__Phocaeicola plebeius_A	3697760.5789473685
t__HRGM_Genome_1479	4066341.0
t__HRGM_Genome_1464	4065004.0
t__HRGM_Genome_1469	4018168.0
t__HRGM_Genome_1458	3796405.0
t__HRGM_Genome_1473	4041433.0
t__HRGM_Genome_1459	4363163.0
t__HRGM_Genome_1468	3490799.0
t__HRGM_Genome_1471	3667889.0
t__HRGM_Genome_1457	3407896.0
t__HRGM_Genome_1460	3544185.0
t__HRGM_Genome_1475	3564962.0
t__HRGM_Genome_1463	3647564.0
t__HRGM_Genome_1465	3199612.0
t__HRGM_Genome_1467	3687589.0
t__HRGM_Genome_1478	3745836.0
t__HRGM_Genome_1466	3603797.0
t__HRGM_Genome_1456	3306165.0
t__HRGM_Genome_1470	3540583.0
t__HRGM_Genome_1477	3500060.0
s__Phocaeicola salanitronis	3100012.0
s__Phocaeicola sp002161765	2727252.0
s__Phocaeicola sp900546355	3068459.0
s__Phocaeicola sp002161565	3718351.5
t__HRGM_Genome_3539	3892517.0
t__HRGM_Genome_3540	3544186.0
s__Phocaeicola sp900544675	3441241.0
s__Phocaeicola sp900546095	3429958.0
s__Phocaeicola sp900540105	3120707.0
s__Phocaeicola barnesiae	3392255.0
t__HRGM_Genome_3679	3093382.0
t__HRGM_Genome_3677	3691128.0
s__Phocaeicola sp900551645	3320861.0
s__Phocaeicola sp900553185	3066315.0
s__Phocaeicola coprocola	4119176.5
t__HRGM_Genome_0398	4300117.0
t__HRGM_Genome_0404	3938236.0
s__Phocaeicola sp900553715	3812689.0
t__HRGM_Genome_0400	3673931.0
t__HRGM_Genome_0401	3951447.0
s__Phocaeicola sp000432735	3185187.0
t__HRGM_Genome_0406	3299974.0
t__HRGM_Genome_0402	3070400.0
s__Phocaeicola sp000436795	3921942.0
s__Phocaeicola sp000434735	3288738.0
s__Phocaeicola ilei	3457800.0
s__Phocaeicola sp900541515	3913784.0
s__Phocaeicola sp900546645	3218550.0
s__Phocaeicola sp900542985	2891879.0
s__Phocaeicola coprophilus	3141445.0
t__HRGM_Genome_1461	3493311.0
t__HRGM_Genome_1462	2789579.0
s__Phocaeicola sp900066445	3767220.0
t__HRGM_Genome_3452	3614176.0
t__HRGM_Genome_3448	3920264.0
s__Phocaeicola sp900544075	3663460.5
t__HRGM_Genome_3451	4213385.0
t__HRGM_Genome_3449	3113536.0
s__Phocaeicola vulgatus	4573000.384615385
t__HRGM_Genome_1805	4965307.0
t__HRGM_Genome_1801	2729570.0
t__HRGM_Genome_1803	4779642.0
t__HRGM_Genome_1818	4069256.0
t__HRGM_Genome_1816	4737412.0
t__HRGM_Genome_1817	4148063.0
t__HRGM_Genome_1815	4771337.0
t__HRGM_Genome_1802	4331755.0
t__HRGM_Genome_1808	5441908.0
t__HRGM_Genome_1807	4808579.0
t__HRGM_Genome_1812	4592179.0
t__HRGM_Genome_1813	4682726.0
t__HRGM_Genome_1811	5391271.0
s__Phocaeicola dorei	5444912.0
s__Phocaeicola sartorii	4635405.0
s__Phocaeicola massiliensis	3795059.75
t__HRGM_Genome_1806	3097898.0
t__HRGM_Genome_1809	3948010.0
t__HRGM_Genome_1804	4456944.0
t__HRGM_Genome_1800	3677387.0
s__Phocaeicola sp002493165	3793747.0
s__Phocaeicola sp900552645	2732014.0
g__CAG-462	3375126.75
s__CAG-462 sp003489705	3125088.0
s__CAG-462 sp900291465	3232364.0
f__Muribaculaceae	2610146.4222222217
g__CAG-873	2494397.033333333
s__CAG-873 sp900555715	2424881.0
s__CAG-873 sp002493945	2303173.0
s__CAG-873 sp900541865	2551568.0
s__CAG-873 sp900554265	2013827.0
s__CAG-873 sp900548975	2929441.0
s__CAG-873 sp004552725	1944366.0
s__CAG-873 sp900550395	2431801.0
s__CAG-873 sp900540625	2509514.0
s__CAG-873 sp001701165	2473241.0
s__CAG-873 sp004552485	2306526.0
s__CAG-873 sp900554715	2849207.0
g__UBA7173	2485444.75
s__UBA7173 sp900548705	2738445.0
s__UBA7173 sp001701135	2244087.0
s__UBA7173 sp900552325	2227060.0
s__UBA7173 sp900555165	2767428.0
s__UBA7173 sp900545955	2656313.0
s__UBA7173 sp900546835	2502097.0
s__UBA7173 sp900540205	2772884.0
s__UBA7173 sp001915385	3058379.0
g__Duncaniella	3121932.166666666
s__Duncaniella sp001701225	3129928.0
s__Duncaniella sp900544535	2700478.0
s__Duncaniella sp001689425	3154435.0
s__Duncaniella sp900549445	2860567.0
g__CAG-1031	2552657.0
s__CAG-1031 sp000431215	2489616.0
g__Paramuribaculum	2496684.7
s__Paramuribaculum sp001689535	2271514.0
s__Paramuribaculum sp900553585	2523600.0
s__Paramuribaculum sp900551515	2220083.0
s__Paramuribaculum sp000431155	2554789.0
s__Paramuribaculum sp900546365	2001061.0
g__Amulumruptor	2515953.5
s__Amulumruptor sp001689515	2499032.0
s__Amulumruptor sp900539915	2532784.0
s__Amulumruptor caecigallinarius	2604985.0
s__Amulumruptor sp900547825	2427013.0
g__Muribaculum	2990401.4285714286
s__Muribaculum sp002358615	3326589.0
s__Muribaculum sp003150235	3323418.0
s__Muribaculum sp001701195	2921277.0
s__Muribaculum sp002492595	2811075.0
s__Muribaculum intestinale	3238347.0
s__Muribaculum sp002473395	2196175.0
g__CAG-485	2739027.93939394
s__CAG-485 sp900321585	2994513.0
s__CAG-485 sp900542185	3548444.0
s__CAG-485 sp002361235	2929430.0
s__CAG-485 sp900554845	3275168.0
s__CAG-485 sp001701295	3127358.0
s__CAG-485 sp900556595	1913681.0
s__CAG-485 sp900549375	2411278.0
s__CAG-485 sp900554345	3333010.0
s__CAG-485 sp900555915	1933519.0
s__CAG-485 sp900550645	2230487.0
s__CAG-485 sp002491165	2629642.0
s__CAG-485 sp000437495	2362071.0
s__CAG-485 sp900541835	2400131.0
s__CAG-485 sp900547755	2236504.0
s__CAG-485 sp900552315	2120674.0
g__CAG-279	2382283.4
s__CAG-279 sp000437795	2505551.0
s__CAG-279 sp900541555	2172459.0
s__CAG-279 sp900556245	1593426.0
s__CAG-279 sp900544305	3007455.0
s__CAG-279 sp900548875	3207508.0
s__CAG-279 sp900550025	2636589.0
s__CAG-279 sp900541935	2448974.0
g__C941	2656630.833333333
s__C941 sp004557565	2861939.0
s__C941 sp900321725	3160038.0
g__SFTJ01	2759071.333333333
s__SFTJ01 sp004557385	2699357.0
f__Barnesiellaceae	2892496.0
g__Barnesiella	2892496.0
s__Barnesiella sp002159975	2767382.5
t__HRGM_Genome_3630	2869751.0
t__HRGM_Genome_3631	2665014.0
s__Barnesiella intestinihominis	3117062.0
s__Barnesiella sp900538705	2507716.0
s__Barnesiella sp900542255	2463307.0
s__Barnesiella sp900538555	3270064.0
s__Barnesiella sp003150885	3354558.0
f__Coprobacteraceae	4076067.0
g__Coprobacter	4076067.0
s__Coprobacter fastidiosus	3867973.0
s__Coprobacter sp900545915	3080391.0
s__Coprobacter secundus	4261367.0
f__UBA11471	2467457.4
g__UBA11471	2467457.4
s__UBA11471 sp000434215	2583563.0
s__UBA11471 sp900547555	2630685.0
s__UBA11471 sp900542765	2404087.0
f__Dysgonomonadaceae	3766246.0
g__Fermentimonas	2824716.0
s__Fermentimonas massiliensis	2824716.0
g__Dysgonomonas	3923167.666666666
s__Dysgonomonas gadei	5176087.0
s__Dysgonomonas sp900556485	2983269.0
s__Dysgonomonas mossii	3954365.0
s__Dysgonomonas sp900079735	3703444.0
s__Dysgonomonas capnocytophagoides	4510901.0
f__Tannerellaceae	4670196.705882353
g__Parabacteroides	4670196.705882353
s__Parabacteroides merdae	4305808.0
s__Parabacteroides johnsonii	4313489.0
s__Parabacteroides sp900155425	4100607.0
s__Parabacteroides acidifaciens	5101196.0
s__Parabacteroides sp900552465	4813571.0
s__Parabacteroides sp003473295	4189784.0
s__Parabacteroides sp900541965	4648473.0
s__Parabacteroides timonensis	5999279.0
s__Parabacteroides sp900540715	5935659.0
s__Parabacteroides gordonii	6348904.0
s__Parabacteroides sp003479145	6515109.0
s__Parabacteroides sp003480915	6085081.0
s__Parabacteroides goldsteinii	6321925.25
t__HRGM_Genome_1069	6486757.0
t__HRGM_Genome_1074	6067347.0
t__HRGM_Genome_1073	5910401.0
t__HRGM_Genome_1076	6823196.0
s__Parabacteroides distasonis	4742563.666666667
t__HRGM_Genome_1720	5030699.0
t__HRGM_Genome_1722	4687509.0
t__HRGM_Genome_1721	4509483.0
s__Parabacteroides chinchillae	3822891.0
s__Parabacteroides bouchesdurhonensis	3481777.0
s__Parabacteroides sp900547435	3044653.0
s__Parabacteroides sp900549585	3184747.0
s__Parabacteroides sp000436495	3895980.0
s__Parabacteroides sp900548175	3414068.0
s__Parabacteroides sp900552415	3107743.0
f__Porphyromonadaceae	1838619.125
g__Porphyromonas	1851059.1764705882
s__Porphyromonas sp900539765	2102563.0
s__Porphyromonas sp900546675	2092439.0
s__Porphyromonas asaccharolytica	2088006.0
s__Porphyromonas sp900538385	2012007.0
s__Porphyromonas sp900548415	2261018.0
s__Porphyromonas uenonis	1715041.0
s__Porphyromonas sp900539155	2045709.0
s__Porphyromonas endodontalis	1986587.0
s__Porphyromonas somerae_A	1877343.0
s__Porphyromonas gingivalis	1975309.0
g__Porphyromonas_A	1808407.5714285716
s__Porphyromonas_A sp001808555	1810024.0
s__Porphyromonas_A sp900541275	1992577.0
s__Porphyromonas_A bennonis	2007181.0
s__Porphyromonas_A somerae	2193999.0
s__Porphyromonas_A sp900554935	1411320.0
f__Paludibacteraceae	2066955.1818181816
g__RF16	2051612.0
s__RF16 sp900556095	2389314.0
s__RF16 sp900542355	2446714.0
g__W0P28-013	1885895.0
s__W0P28-013 sp004557405	1885895.0
f__Marinifilaceae	4169863.48
g__Butyricimonas	4561970.666666667
s__Butyricimonas sp002161485	5449445.0
s__Butyricimonas faecihominis	4435110.5
t__HRGM_Genome_2071	4455488.0
t__HRGM_Genome_2073	4414733.0
s__Butyricimonas virosa	4159987.0
t__HRGM_Genome_2075	4171870.0
t__HRGM_Genome_2070	4537596.0
t__HRGM_Genome_2069	3770495.0
s__Butyricimonas faecalis	4030245.0
s__Butyricimonas sp003479425	5206690.0
s__Butyricimonas synergistica	4965295.0
s__Butyricimonas sp900184685	4898115.666666667
t__HRGM_Genome_1256	5235357.0
t__HRGM_Genome_1257	4364814.0
t__HRGM_Genome_1255	5094176.0
g__Gabonibacter	3363069.5
s__Gabonibacter massiliensis	3397023.0
s__Gabonibacter sp900543425	3329116.0
g__Odoribacter	3636361.0
s__Odoribacter splanchnicus	4497091.0
s__Odoribacter sp900548135	3841231.0
s__Odoribacter sp900541415	3732484.0
s__Odoribacter sp900544025	3470887.0
s__Odoribacter laneus	3565237.0
s__Odoribacter massiliensis	4410591.0
f__UBA932	2306275.409090909
g__RC9	2375523.966666667
s__RC9 sp000432655	1796916.0
s__RC9 sp001915575	1819700.0
s__RC9 sp900541925	2264361.0
s__RC9 sp900543205	2039618.0
s__RC9 sp004556005	2213098.0
s__RC9 sp900546445	1871322.0
s__RC9 sp000433355	3258284.0
t__HRGM_Genome_3333	3225557.0
t__HRGM_Genome_3331	3291011.0
s__RC9 sp900544195	3056711.0
s__RC9 sp000431015	2733599.0
s__RC9 sp900316045	2968449.0
s__RC9 sp000432515	3046184.0
s__RC9 sp000435075	2792137.0
s__RC9 sp000434935	2352626.0
s__RC9 sp900546925	2202248.0
s__RC9 sp004554455	2130921.0
s__RC9 sp900545245	2915024.0
s__RC9 sp900546395	2590775.0
g__CAG-831	2268942.888888889
s__CAG-831 sp000432775	2596897.0
s__CAG-831 sp900550465	2209907.0
s__CAG-831 sp900544175	2486830.0
g__UBA1232	1974342.0
s__UBA1232 sp004561775	1730489.0
s__UBA1232 sp900544815	2245017.0
f__Rikenellaceae	2497373.2058823532
g__Alistipes	2513005.961538461
s__Alistipes sp900083545	3805205.0
s__Alistipes timonensis	3488964.0
s__Alistipes senegalensis	3705363.0
t__HRGM_Genome_0206	4017609.0
t__HRGM_Genome_0209	3393117.0
s__Alistipes sp001941065	3341375.0
s__Alistipes shahii	3294392.666666666
t__HRGM_Genome_0230	3234232.0
t__HRGM_Genome_0217	3359349.0
t__HRGM_Genome_0219	3289597.0
s__Alistipes sp900541585	3216844.0
s__Alistipes sp900549305	3325933.0
s__Alistipes finegoldii	3509857.0
s__Alistipes onderdonkii	3357885.0
